year,state_bill_number,state_bill_id
2012,SB 70,3173
2012,SB 71,3572
2012,SB 72,3123
2012,SB 73,3418
2012,SB 74,3351
2012,SB 75,3423
2012,SB 76,3598
2012,SB 77,3637
2012,SB 78,3628
2012,SB 79,3632
2012,SB 80,3661
2012,SB 81,3659
2012,SB 82,3655
2012,SB 83,3570
2012,SB 84,3539
2012,SB 85,3529
2012,SB 86,3487
2012,SB 87,3257
2012,SB 88,3582
2012,SB 89,3421
2012,SB 90,3503
2012,SB 91,3419
2012,SB 92,3417
2012,SB 93,3595
2012,SB 94,3360
2012,SB 95,3483
2012,SB 96,3645
2012,SB 97,3627
2012,SB 98,3062
2012,SB 99,3633
2012,SB 100,3519
2012,SB 101,3286
2012,SB 102,3512
2012,SB 103,3322
2012,SB 104,3650
2012,SB 105,3721
2012,SB 106,3415
2012,SB 107,3305
2012,SB 108,3331
2012,SB 109,3262
2012,SB 110,3263
2012,SB 111,3264
2012,SB 112,3299
2012,SB 113,3304
2012,SB 114,3254
2012,SB 115,3206
2012,SB 116,3482
2012,SB 117,3459
2012,SB 118,3456
2012,SB 119,3514
2012,SB 120,3458
2012,SB 121,3457
2012,SB 122,3694
2012,SB 123,3288
2012,SB 124,3538
2012,SB 125,3055
2012,SB 126,3126
2012,SB 127,3695
2012,SB 128,3406
2012,SB 129,3523
2012,SB 130,3494
2012,SB 131,3145
2012,SB 132,3591
2012,SB 133,3589
2012,SB 134,3590
2012,SB 135,3592
2012,SB 136,3610
2012,SB 137,3490
2012,SB 138,3698
2012,SB 139,3699
2012,SB 140,3425
2012,SB 141,3527
2012,SB 142,3649
2012,SB 143,3689
2012,SB 144,3618
2012,SB 145,3119
2012,SB 146,3735
2012,SB 147,3688
2012,SB 148,3596
2012,SB 149,3602
2012,SB 150,3704
2012,SB 151,3068
2012,SB 152,3708
2012,SB 153,3525
2012,SB 154,3532
2012,SB 155,3284
2012,SB 156,3744
2012,SB 157,3647
2012,SB 158,3673
2012,SB 159,3748
2012,SB 160,3643
2012,SB 161,3420
2012,SB 162,3492
2012,SB 163,3294
2012,SB 164,3669
2012,SB 165,3690
2012,SB 166,3515
2012,SB 167,3648
2012,SB 168,3564
2012,SB 169,3676
2012,SB 170,3687
2012,SB 171,3093
2012,SB 172,3148
2012,SB 173,3509
2012,SB 174,3634
2012,SB 175,3703
2012,SB 176,3732
2012,SB 177,3729
2012,SB 178,3513
2012,SB 179,3751
2012,SB 180,3711
2012,SB 181,3728
2012,SB 182,3701
2012,SB 183,3143
2012,SB 184,3247
2012,SB 185,3249
2012,SB 186,3089
2012,SB 187,3714
2012,SB 188,3726
2012,SB 189,3103
2012,SB 190,3722
2012,SB 191,3731
2012,SB 192,3635
2012,SB 193,3501
2012,SB 194,3504
2012,SB 195,3285
2012,SB 196,3753
2012,SB 197,3646
2012,SC 1,3488
2012,SC 2,3479
2012,SC 3,3491
2012,SC 4,3758
2012,SC 5,3739
2012,SC 6,3740
2012,SC 7,3558
2012,SC 8,3780
2012,SC 9,3781
2012,SC 10,3770
2012,SC 11,3283
2012,SC 12,3790
2012,SC 13,3773
2012,SC 14,3782
2012,SC 15,3798
2012,SC 16,3796
2012,SC 17,3791
2012,SC 18,3808
2012,SC 19,3809
2012,SC 20,3804
2012,SC 21,3810
2012,SC 22,3829
2012,SC 23,3817
2012,SC 24,3813
2012,SC 25,3812
2012,SC 26,3834
2012,SC 27,3835
2012,SC 28,3857
2012,SC 29,3860
2012,SCR 1,3533
2012,SCR 2,3762
2012,SCR 3,3769
2012,SCR 4,3737
2012,SCR 5,3763
2012,SCR 6,3287
2013,HB 1001,75
2013,HB 1002,76
2013,HB 1003,69
2013,HB 1004,68
2013,HB 1005,47
2013,HB 1006,67
2013,HB 1007,28
2013,HB 1008,117
2013,HB 1009,88
2013,HB 1010,4106
2013,HB 1011,3947
2013,HB 1012,4019
2013,HB 1013,4017
2013,HB 1014,4016
2013,HB 1015,4015
2013,HB 1016,4014
2013,HB 1017,3910
2013,HB 1018,140
2013,HB 1019,3970
2013,HB 1020,3969
2013,HB 1021,3968
2013,HB 1022,4043
2013,HB 1023,4042
2013,HB 1024,3937
2013,HB 1025,3938
2013,HB 1026,3941
2013,HB 1027,3942
2013,HB 1028,3908
2013,HB 1029,3909
2013,HB 1030,4044
2013,HB 1031,3930
2013,HB 1032,3931
2013,HB 1033,4022
2013,HB 1034,3921
2013,HB 1035,3984
2013,HB 1036,3985
2013,HB 1037,4066
2013,HB 1038,3944
2013,HB 1039,3898
2013,HB 1040,3901
2013,HB 1041,3902
2013,HB 1042,3903
2013,HB 1043,3904
2013,HB 1044,3951
2013,HB 1045,3988
2013,HB 1046,3989
2013,HB 1047,3952
2013,HB 1048,4089
2013,HB 1049,4090
2013,HB 1050,4091
2013,HB 1051,4000
2013,HB 1052,3999
2013,HB 1053,4003
2013,HB 1054,4002
2013,HB 1055,3990
2013,HB 1056,3996
2013,HB 1057,4007
2013,HB 1058,4023
2013,HB 1059,4076
2013,HB 1060,4038
2013,HB 1061,4095
2013,HB 1062,4088
2013,HB 1063,4021
2013,HB 1064,43
2013,HB 1065,164
2013,HB 1066,4078
2013,HB 1067,3962
2013,HB 1068,187
2013,HB 1069,4142
2013,HB 1070,4031
2013,HB 1071,4032
2013,HB 1072,4030
2013,HB 1073,4182
2013,HB 1074,4069
2013,HB 1075,4186
2013,HB 1076,4063
2013,HB 1077,4064
2013,HB 1078,4065
2013,HB 1079,4062
2013,HB 1080,130
2013,HB 1081,183
2013,HB 1082,156
2013,HB 1083,4077
2013,HB 1084,3953
2013,HB 1085,157
2013,HB 1086,4166
2013,HB 1087,4181
2013,HB 1088,143
2013,HB 1089,4194
2013,HB 1090,4172
2013,HB 1091,4120
2013,HB 1092,4068
2013,HB 1093,142
2013,HB 1094,114
2013,HB 1095,163
2013,HB 1096,3980
2013,HB 1097,188
2013,HB 1098,4173
2013,HB 1099,4137
2013,HB 1100,4107
2013,HB 1101,4211
2013,HB 1102,4161
2013,HB 1103,4213
2013,HB 1104,3918
2013,HB 1105,3919
2013,HB 1106,169
2013,HB 1107,4235
2013,HB 1108,4229
2013,HB 1109,4231
2013,HB 1110,4233
2013,HB 1111,4232
2013,HB 1112,4228
2013,HB 1113,4230
2013,HB 1114,4227
2013,HB 1115,4226
2013,HB 1116,3895
2013,HB 1117,4246
2013,HB 1118,4151
2013,HB 1119,4045
2013,HB 1120,129
2013,HB 1121,3961
2013,HB 1122,3960
2013,HB 1123,178
2013,HB 1124,4132
2013,HB 1125,7
2013,HB 1126,3986
2013,HB 1127,8
2013,HB 1128,96
2013,HB 1129,4243
2013,HB 1130,124
2013,HB 1131,123
2013,HB 1132,22
2013,HB 1133,3914
2013,HB 1134,100
2013,HB 1135,4140
2013,HB 1136,4322
2013,HB 1137,4320
2013,HB 1138,4321
2013,HB 1139,4324
2013,HB 1140,4239
2013,HB 1141,4180
2013,HB 1142,4141
2013,HB 1143,4261
2013,HB 1144,4197
2013,HB 1145,4203
2013,HB 1146,4206
2013,HB 1147,4170
2013,HB 1148,4117
2013,HB 1149,174
2013,HB 1150,4169
2013,HB 1151,4238
2013,HB 1152,3972
2013,HB 1153,4136
2013,HB 1154,128
2013,HB 1155,4121
2013,HB 1156,4202
2013,HB 1157,137
2013,HB 1158,4317
2013,HB 1159,3964
2013,HB 1160,4257
2013,HB 1161,4283
2013,HB 1162,4214
2013,HB 1163,139
2013,HB 1164,4260
2013,HB 1165,4071
2013,HB 1166,4249
2013,HB 1167,4316
2013,HB 1168,4315
2013,HB 1169,4201
2013,HB 1170,4328
2013,HB 1171,4113
2013,HB 1172,4200
2013,HB 1173,160
2013,HB 1174,4308
2013,HB 1175,3963
2013,HB 1176,4297
2013,HB 1177,4330
2013,HB 1178,4314
2013,HB 1179,3966
2013,HB 1180,4335
2013,HB 1181,4391
2013,HB 1182,4356
2013,HB 1183,161
2013,HB 1184,3959
2013,HB 1185,4236
2013,HB 1186,4370
2013,HB 1187,4255
2013,HB 1188,4218
2013,HB 1189,4285
2013,HB 1190,4028
2013,HB 1191,4135
2013,HB 1192,4216
2013,HB 1193,4281
2013,HB 1194,3954
2013,HB 1195,3955
2013,HB 1196,4400
2013,HB 1197,4171
2013,HB 1198,4368
2013,HB 1199,4272
2013,HB 1200,79
2013,HB 1201,4295
2013,HB 1202,4294
2013,HB 1203,4122
2013,HB 1204,4124
2013,HB 1205,4339
2013,HB 1206,4367
2013,HB 1207,4273
2013,HB 1208,4413
2013,HB 1209,4393
2013,HB 1210,4094
2013,HB 1211,4419
2013,HB 1212,4389
2013,HB 1213,54
2013,HB 1214,16
2013,HB 1215,4157
2013,HB 1216,4247
2013,HB 1217,3978
2013,HB 1218,81
2013,HB 1219,125
2013,HB 1220,4416
2013,HB 1221,4405
2013,HB 1222,4189
2013,HB 1223,4418
2013,HB 1224,4193
2013,HB 1225,4406
2013,HB 1226,4399
2013,HB 1227,4138
2013,HB 1228,4390
2013,HB 1229,4209
2013,HB 1230,4345
2013,HB 1231,4363
2013,HB 1232,4429
2013,HB 1233,4388
2013,HB 1234,4355
2013,HB 1235,4433
2013,HB 1236,4354
2013,HB 1237,4352
2013,HB 1238,4040
2013,HB 1239,4256
2013,HB 1240,4379
2013,HB 1241,4437
2013,HB 1242,4251
2013,HB 1243,4313
2013,HB 1244,4407
2013,HB 1245,4344
2013,HB 1246,4382
2013,HB 1247,4369
2013,HB 1248,4329
2013,HB 1249,4258
2013,HB 1250,4440
2013,HC 1001,4222
2013,HC 1002,4221
2013,HC 1003,4224
2013,HC 1004,4223
2013,HC 1005,4139
2013,HC 1006,4404
2013,HC 1007,4325
2013,HC 1008,4278
2013,HC 1009,4277
2013,HC 1010,4276
2013,HC 1011,4348
2013,HC 1012,4347
2013,HC 1013,4450
2013,HC 1014,4350
2013,HC 1015,4279
2013,HC 1016,4448
2013,HC 1017,4331
2013,HC 1018,4457
2013,HC 1019,4451
2013,HC 1020,4460
2013,HC 1021,4456
2013,HC 1022,4471
2013,HC 1023,4470
2013,HC 1024,4468
2013,HC 1025,4504
2013,HC 1026,4506
2013,HC 1027,4474
2013,HC 1028,4517
2013,HC 1029,4513
2013,HC 1030,4518
2013,HC 1031,4515
2013,HC 1032,4514
2013,HC 1033,4527
2013,HC 1034,4529
2013,HC 1035,4526
2013,HC 1036,4539
2013,HC 1037,4546
2013,HC 1038,4538
2013,HC 1039,4528
2013,HC 1040,4516
2013,HC 1041,4535
2013,HC 1042,4537
2013,HC 1043,4536
2013,HC 1044,4534
2013,HC 1045,4533
2013,HC 1046,4532
2013,HC 1047,4531
2013,HC 1048,4530
2013,HC 1049,4525
2013,HC 1050,4524
2013,HC 1051,4522
2013,HC 1052,4523
2013,HC 1053,4521
2013,HC 1054,4520
2013,HC 1055,4519
2013,HC 1056,4505
2013,HC 1057,4543
2013,HC 1058,4544
2013,HC 1059,4542
2013,HC 1060,4545
2013,HC 1061,4541
2013,HC 1062,4540
2013,HC 1063,4503
2013,HC 1064,4556
2013,HC 1065,4557
2013,HC 1066,4484
2013,HC 1067,4558
2013,HC 1068,4551
2013,HC 1069,4553
2013,HC 1070,4554
2013,HC 1071,4559
2013,HC 1072,4565
2013,HC 1073,4486
2013,HC 1074,4490
2013,HC 1075,4487
2013,HC 1076,4485
2013,HC 1077,4489
2013,HC 1078,4491
2013,HC 1079,4488
2013,HC 1080,4508
2013,HC 1081,4492
2013,HC 1082,4550
2013,HC 1083,4510
2013,HC 1084,4509
2013,HC 1085,4478
2013,HC 1086,4566
2013,HC 1087,4568
2013,HC 1088,4547
2013,HC 1089,4548
2013,HC 1090,4549
2013,HC 1091,4481
2013,HC 1092,4480
2013,HC 1093,4482
2013,HC 1094,4483
2013,HC 1095,4464
2013,HC 1096,4463
2013,HC 1097,4573
2013,HC 1098,4465
2013,HCR 1001,4205
2013,HCR 1002,4188
2013,HCR 1003,4199
2013,HCR 1004,4342
2013,HCR 1005,4455
2013,HCR 1006,4447
2013,HCR 1007,4365
2013,HCR 1008,4469
2013,HCR 1009,4494
2013,HCR 1010,4476
2013,HCR 1011,4442
2013,HJR 1001,4398
2013,HJR 1002,4185
2013,HJR 1003,4441
2013,HR 1001,4358
2013,HR 1002,4473
2013,SB 1,46
2013,SB 2,48
2013,SB 3,29
2013,SB 4,31
2013,SB 5,92
2013,SB 6,1
2013,SB 7,4004
2013,SB 8,4034
2013,SB 9,4020
2013,SB 10,4018
2013,SB 11,4013
2013,SB 12,3983
2013,SB 13,3974
2013,SB 14,4047
2013,SB 15,4048
2013,SB 16,3973
2013,SB 17,4006
2013,SB 18,4009
2013,SB 19,4010
2013,SB 20,4011
2013,SB 21,4012
2013,SB 22,4008
2013,SB 23,3967
2013,SB 24,3971
2013,SB 25,4041
2013,SB 26,4093
2013,SB 27,4005
2013,SB 28,4036
2013,SB 29,3981
2013,SB 30,3982
2013,SB 31,3932
2013,SB 32,3911
2013,SB 33,3912
2013,SB 34,4061
2013,SB 35,4079
2013,SB 36,4080
2013,SB 37,4081
2013,SB 38,4082
2013,SB 39,4083
2013,SB 40,3987
2013,SB 41,3926
2013,SB 42,3925
2013,SB 43,3924
2013,SB 44,3923
2013,SB 45,3922
2013,SB 46,3945
2013,SB 47,4024
2013,SB 48,4025
2013,SB 49,4026
2013,SB 50,3897
2013,SB 51,3899
2013,SB 52,3900
2013,SB 53,3905
2013,SB 54,3906
2013,SB 55,3928
2013,SB 56,3907
2013,SB 57,3927
2013,SB 58,3929
2013,SB 59,4114
2013,SB 60,3995
2013,SB 61,4001
2013,SB 62,3997
2013,SB 63,3991
2013,SB 64,3992
2013,SB 65,3994
2013,SB 66,3993
2013,SB 67,3998
2013,SB 68,3976
2013,SB 69,3946
2013,SB 70,4057
2013,SB 71,99
2013,SB 72,97
2013,SB 73,4128
2013,SB 74,82
2013,SB 75,4159
2013,SB 76,134
2013,SB 77,155
2013,SB 78,3965
2013,SB 79,179
2013,SB 80,87
2013,SB 81,39
2013,SB 82,37
2013,SB 83,3956
2013,SB 84,4219
2013,SB 85,4143
2013,SB 86,4155
2013,SB 87,90
2013,SB 88,3893
2013,SB 89,4144
2013,SB 90,4097
2013,SB 91,4050
2013,SB 92,4179
2013,SB 93,4178
2013,SB 94,112
2013,SB 95,4060
2013,SB 96,4241
2013,SB 97,4153
2013,SB 98,144
2013,SB 99,4127
2013,SB 100,4204
2013,SB 101,167
2013,SB 102,38
2013,SB 103,89
2013,SB 104,175
2013,SB 105,34
2013,SB 106,36
2013,SB 107,35
2013,SB 108,4055
2013,SB 109,149
2013,SB 110,170
2013,SB 111,4146
2013,SB 112,4268
2013,SB 113,4267
2013,SB 114,4039
2013,SB 115,85
2013,SB 116,4190
2013,SB 117,4237
2013,SB 118,3949
2013,SB 119,4162
2013,SB 120,4183
2013,SB 121,4037
2013,SB 122,4099
2013,SB 123,4053
2013,SB 124,4051
2013,SB 125,4103
2013,SB 126,4098
2013,SB 127,4187
2013,SB 128,4119
2013,SB 129,4108
2013,SB 130,4264
2013,SB 131,4312
2013,SB 132,4160
2013,SB 133,4074
2013,SB 134,4134
2013,SB 135,4303
2013,SB 136,4302
2013,SB 137,4306
2013,SB 138,4304
2013,SB 139,4163
2013,SB 140,150
2013,SB 141,168
2013,SB 142,3916
2013,SB 143,4125
2013,SB 144,4168
2013,SB 145,98
2013,SB 146,4263
2013,SB 147,4046
2013,SB 148,4253
2013,SB 149,4254
2013,SB 150,4252
2013,SB 151,4207
2013,SB 152,165
2013,SB 153,56
2013,SB 154,4262
2013,SB 155,4147
2013,SB 156,4102
2013,SB 157,4100
2013,SB 158,4196
2013,SB 159,108
2013,SB 160,10
2013,SB 161,166
2013,SB 162,4337
2013,SB 163,4327
2013,SB 164,77
2013,SB 165,33
2013,SB 166,4362
2013,SB 167,4298
2013,SB 168,106
2013,SB 169,4150
2013,SB 170,153
2013,SB 171,4351
2013,SB 172,147
2013,SB 173,4360
2013,SB 174,4290
2013,SB 175,4067
2013,SB 176,4296
2013,SB 177,4265
2013,SB 178,4341
2013,SB 179,55
2013,SB 180,4096
2013,SB 181,107
2013,SB 182,4333
2013,SB 183,4336
2013,SB 184,180
2013,SB 185,3933
2013,SB 186,4284
2013,SB 187,3943
2013,SB 188,4177
2013,SB 189,4027
2013,SB 190,4035
2013,SB 191,4198
2013,SB 192,4396
2013,SB 193,105
2013,SB 194,4085
2013,SB 195,4287
2013,SB 196,111
2013,SB 197,4145
2013,SB 198,4412
2013,SB 199,4386
2013,SB 200,4334
2013,SB 201,4381
2013,SB 202,4375
2013,SB 203,4417
2013,SB 204,4378
2013,SB 205,4372
2013,SB 206,176
2013,SB 207,4289
2013,SB 208,4403
2013,SB 209,4131
2013,SB 210,93
2013,SB 211,4346
2013,SB 212,4374
2013,SB 213,4401
2013,SB 214,4310
2013,SB 215,4311
2013,SB 216,4408
2013,SB 217,4384
2013,SB 218,136
2013,SB 219,4422
2013,SB 220,4274
2013,SB 221,4383
2013,SB 222,4366
2013,SB 223,4411
2013,SB 224,4092
2013,SB 225,4395
2013,SB 226,4438
2013,SB 227,4424
2013,SB 228,4435
2013,SB 229,4373
2013,SB 230,159
2013,SB 231,4343
2013,SB 232,4434
2013,SB 233,4129
2013,SB 234,4410
2013,SB 235,4415
2013,SB 236,4423
2013,SB 237,4425
2013,SB 238,4414
2013,SB 239,148
2013,SB 240,4380
2013,SB 241,4371
2013,SB 242,4259
2013,SC 1,4184
2013,SC 2,3891
2013,SC 3,4104
2013,SC 4,4452
2013,SC 5,4426
2013,SC 6,4453
2013,SC 7,4454
2013,SC 8,4293
2013,SC 9,4458
2013,SC 10,4292
2013,SC 11,4443
2013,SC 12,4459
2013,SC 13,4439
2013,SC 14,4291
2013,SC 15,4496
2013,SC 16,4461
2013,SC 17,4502
2013,SC 18,4493
2013,SC 19,4477
2013,SC 20,4500
2013,SC 21,4507
2013,SC 22,4501
2013,SC 23,4512
2013,SC 24,4511
2013,SC 25,4560
2013,SC 26,4555
2013,SC 27,4561
2013,SC 28,4552
2013,SC 29,4275
2013,SC 30,4570
2013,SC 31,4563
2013,SC 32,4567
2013,SC 33,4572
2013,SC 34,4564
2013,SCR 1,181
2013,SCR 2,4466
2013,SCR 3,110
2013,SCR 4,4271
2013,SCR 5,4280
2013,SCR 6,4397
2013,SJR 1,3935
2013,SJR 2,4282
2013,SJR 3,4115
2013,SJR 4,4087
2013,SR 1,4357
2013,SR 2,4571
2014,HB 1001,5307
2014,HB 1002,5303
2014,HB 1003,5304
2014,HB 1004,5305
2014,HB 1005,5306
2014,HB 1006,5215
2014,HB 1007,5277
2014,HB 1008,5281
2014,HB 1009,5274
2014,HB 1010,5279
2014,HB 1011,5232
2014,HB 1012,5416
2014,HB 1013,5418
2014,HB 1014,5417
2014,HB 1015,5455
2014,HB 1016,5488
2014,HB 1017,5493
2014,HB 1018,5494
2014,HB 1019,5565
2014,HB 1020,5567
2014,HB 1021,5564
2014,HB 1022,5558
2014,HB 1023,5563
2014,HB 1024,5538
2014,HB 1025,5537
2014,HB 1026,5480
2014,HB 1027,5479
2014,HB 1028,5487
2014,HB 1029,5420
2014,HB 1030,5419
2014,HB 1031,5551
2014,HB 1032,5552
2014,HB 1033,5553
2014,HB 1034,5631
2014,HB 1035,5568
2014,HB 1036,5483
2014,HB 1037,5481
2014,HB 1038,5519
2014,HB 1039,5506
2014,HB 1040,5530
2014,HB 1041,5520
2014,HB 1042,5569
2014,HB 1043,5486
2014,HB 1044,5431
2014,HB 1045,5427
2014,HB 1046,5556
2014,HB 1047,5432
2014,HB 1048,5437
2014,HB 1049,5433
2014,HB 1050,5440
2014,HB 1051,5443
2014,HB 1052,5441
2014,HB 1053,5442
2014,HB 1054,5630
2014,HB 1055,5466
2014,HB 1056,5472
2014,HB 1057,5465
2014,HB 1058,5540
2014,HB 1059,5476
2014,HB 1060,5581
2014,HB 1061,5541
2014,HB 1062,5544
2014,HB 1063,5370
2014,HB 1064,5356
2014,HB 1065,5658
2014,HB 1066,5703
2014,HB 1067,5654
2014,HB 1068,5609
2014,HB 1069,5383
2014,HB 1070,5492
2014,HB 1071,5532
2014,HB 1072,5411
2014,HB 1073,5233
2014,HB 1074,5379
2014,HB 1075,5391
2014,HB 1076,5693
2014,HB 1077,5333
2014,HB 1078,5265
2014,HB 1079,5285
2014,HB 1080,5672
2014,HB 1081,5445
2014,HB 1082,5515
2014,HB 1083,5324
2014,HB 1084,5456
2014,HB 1085,5650
2014,HB 1086,5246
2014,HB 1087,5653
2014,HB 1088,5421
2014,HB 1089,5311
2014,HB 1090,5643
2014,HB 1091,5510
2014,HB 1092,5512
2014,HB 1093,5258
2014,HB 1094,5682
2014,HB 1095,5511
2014,HB 1096,5707
2014,HB 1097,5262
2014,HB 1098,5263
2014,HB 1099,5697
2014,HB 1100,5709
2014,HB 1101,5779
2014,HB 1102,5545
2014,HB 1103,5681
2014,HB 1104,5508
2014,HB 1105,5784
2014,HB 1106,5647
2014,HB 1107,5646
2014,HB 1108,5648
2014,HB 1109,5846
2014,HB 1110,5718
2014,HB 1111,5517
2014,HB 1112,5518
2014,HB 1113,5522
2014,HB 1114,5695
2014,HB 1115,5651
2014,HB 1116,5659
2014,HB 1117,5699
2014,HB 1118,5758
2014,HB 1119,5809
2014,HB 1120,5257
2014,HB 1121,5663
2014,HB 1122,5615
2014,HB 1123,5679
2014,HB 1124,5312
2014,HB 1125,5738
2014,HB 1126,5632
2014,HB 1127,5588
2014,HB 1128,5838
2014,HB 1129,5213
2014,HB 1130,5349
2014,HB 1131,5751
2014,HB 1132,5854
2014,HB 1133,5555
2014,HB 1134,5527
2014,HB 1135,5570
2014,HB 1136,5732
2014,HB 1137,5282
2014,HB 1138,5694
2014,HB 1139,5767
2014,HB 1140,5803
2014,HB 1141,5891
2014,HB 1142,5675
2014,HB 1143,5833
2014,HB 1144,5723
2014,HB 1145,5773
2014,HB 1146,5774
2014,HB 1147,5775
2014,HB 1148,5698
2014,HB 1149,5375
2014,HB 1150,5334
2014,HB 1151,5571
2014,HB 1152,5821
2014,HB 1153,5781
2014,HB 1154,5800
2014,HB 1155,5678
2014,HB 1156,5302
2014,HB 1157,5750
2014,HB 1158,5407
2014,HB 1159,5350
2014,HB 1160,5352
2014,HB 1161,5594
2014,HB 1162,5589
2014,HB 1163,5342
2014,HB 1164,5783
2014,HB 1165,5402
2014,HB 1166,5835
2014,HB 1167,5536
2014,HB 1168,5209
2014,HB 1169,5587
2014,HB 1170,5911
2014,HB 1171,5814
2014,HB 1172,5206
2014,HB 1173,5497
2014,HB 1174,5704
2014,HB 1175,5909
2014,HB 1176,5458
2014,HB 1177,5235
2014,HB 1178,5793
2014,HB 1179,5772
2014,HB 1180,5595
2014,HB 1181,5766
2014,HB 1182,5726
2014,HB 1183,5852
2014,HB 1184,5842
2014,HB 1185,5208
2014,HB 1186,5879
2014,HB 1187,5394
2014,HB 1188,5914
2014,HB 1189,5710
2014,HB 1190,5853
2014,HB 1191,5937
2014,HB 1192,5918
2014,HB 1193,5816
2014,HB 1194,5668
2014,HB 1195,5936
2014,HB 1196,5728
2014,HB 1197,5872
2014,HB 1198,5876
2014,HB 1199,5547
2014,HB 1200,5585
2014,HB 1201,5584
2014,HB 1202,5857
2014,HB 1203,5920
2014,HB 1204,5336
2014,HB 1205,5335
2014,HB 1206,5901
2014,HB 1207,5869
2014,HB 1208,5866
2014,HB 1209,5865
2014,HB 1210,5819
2014,HB 1211,5961
2014,HB 1212,5499
2014,HB 1213,5786
2014,HB 1214,5953
2014,HB 1215,5954
2014,HB 1216,5858
2014,HB 1217,5841
2014,HB 1218,5724
2014,HB 1219,5836
2014,HB 1220,5840
2014,HB 1221,5794
2014,HB 1222,5353
2014,HB 1223,5661
2014,HB 1224,5660
2014,HB 1225,5462
2014,HB 1226,5705
2014,HB 1227,5248
2014,HB 1228,5973
2014,HB 1229,5406
2014,HB 1230,5649
2014,HB 1231,5241
2014,HB 1232,5818
2014,HB 1233,5862
2014,HB 1234,5972
2014,HB 1235,5929
2014,HB 1236,5870
2014,HB 1237,5955
2014,HB 1238,5542
2014,HB 1239,5742
2014,HB 1240,5874
2014,HB 1241,5878
2014,HB 1242,5956
2014,HB 1243,5957
2014,HB 1244,5374
2014,HB 1245,5873
2014,HB 1246,5962
2014,HB 1247,5970
2014,HB 1248,5974
2014,HB 1249,5746
2014,HB 1250,5880
2014,HB 1251,5949
2014,HB 1252,5939
2014,HB 1253,5883
2014,HB 1254,5934
2014,HB 1255,5505
2014,HB 1256,5968
2014,HB 1257,5990
2014,HB 1258,5329
2014,HB 1259,5963
2014,HB 1260,5875
2014,HB 1261,5806
2014,HC 1001,5398
2014,HC 1002,5397
2014,HC 1003,5696
2014,HC 1004,5713
2014,HC 1005,5711
2014,HC 1006,5712
2014,HC 1007,5715
2014,HC 1008,5716
2014,HC 1009,5448
2014,HC 1010,5449
2014,HC 1011,5729
2014,HC 1012,5828
2014,HC 1013,5829
2014,HC 1014,5797
2014,HC 1015,5796
2014,HC 1016,5813
2014,HC 1017,5714
2014,HC 1018,5844
2014,HC 1019,5845
2014,HC 1020,5666
2014,HC 1021,5665
2014,HC 1022,5930
2014,HC 1023,5737
2014,HC 1024,5913
2014,HC 1025,5992
2014,HC 1026,5960
2014,HC 1027,5884
2014,HC 1028,6004
2014,HC 1029,6003
2014,HC 1030,6000
2014,HC 1031,5999
2014,HC 1032,5998
2014,HC 1033,5985
2014,HC 1034,6006
2014,HC 1035,6030
2014,HC 1036,6034
2014,HC 1037,6033
2014,HC 1038,6028
2014,HC 1039,6032
2014,HC 1040,6031
2014,HC 1041,6029
2014,HC 1042,6053
2014,HC 1043,6037
2014,HC 1044,6035
2014,HC 1045,6027
2014,HC 1046,6023
2014,HC 1047,6026
2014,HC 1048,6024
2014,HC 1049,6025
2014,HC 1050,6044
2014,HC 1051,6048
2014,HC 1052,6040
2014,HC 1053,6058
2014,HC 1054,6056
2014,HC 1055,6049
2014,HC 1056,6060
2014,HC 1057,6002
2014,HC 1058,6055
2014,HC 1059,6057
2014,HC 1060,6047
2014,HC 1061,6054
2014,HCR 1001,5308
2014,HCR 1002,5309
2014,HCR 1003,5395
2014,HCR 1004,5692
2014,HCR 1005,5730
2014,HCR 1006,5354
2014,HCR 1007,5690
2014,HCR 1008,5396
2014,HCR 1009,5731
2014,HCR 1010,5868
2014,HCR 1011,5823
2014,HCR 1012,5822
2014,HCR 1013,5863
2014,HCR 1014,5993
2014,HCR 1015,5966
2014,HCR 1016,5991
2014,HCR 1017,5926
2014,HCR 1018,5967
2014,HCR 1019,5903
2014,HCR 1020,5904
2014,HCR 1021,5995
2014,HCR 1022,5925
2014,HCR 1023,6021
2014,HCR 1024,6022
2014,HCR 1025,6039
2014,HCR 1026,6059
2014,HCR 1027,6051
2014,HCR 1028,6061
2014,HCR 1029,6011
2014,HCR 1030,6010
2014,HCR 1031,6062
2014,HCR 1032,6038
2014,HJR 1001,5249
2014,HJR 1002,5451
2014,HJR 1003,5734
2014,HJR 1004,5688
2014,HJR 1005,5799
2014,HJR 1006,5687
2014,HJR 1007,5980
2014,SB 1,5343
2014,SB 2,5289
2014,SB 3,5290
2014,SB 4,5291
2014,SB 5,5295
2014,SB 6,5300
2014,SB 7,5296
2014,SB 8,5211
2014,SB 9,5539
2014,SB 10,5327
2014,SB 11,5325
2014,SB 12,5490
2014,SB 13,5489
2014,SB 14,5574
2014,SB 15,5566
2014,SB 16,5562
2014,SB 17,5561
2014,SB 18,5559
2014,SB 19,5557
2014,SB 20,5560
2014,SB 21,5575
2014,SB 22,5576
2014,SB 23,5578
2014,SB 24,5579
2014,SB 25,5577
2014,SB 26,5580
2014,SB 27,5422
2014,SB 28,5523
2014,SB 29,5452
2014,SB 30,5453
2014,SB 31,5524
